condition,family,level,tick,seed,correct,value,label,stop_reason,tool_calls
C0,chaos,3,L2,2,False,0.75,incorrect,stop,0
C0,chaos,3,L2,3,False,0.75,incorrect,stop,0
C0,chaos,3,L2,4,False,0.5,incorrect,stop,0
C0,chaos,3,L2,5,False,0.75,incorrect,stop,0
C0,chaos,3,L2,6,False,0.5,incorrect,stop,0
C0,chaos,3,L2,7,False,0.5,incorrect,stop,0
C0,chaos,3,L2,8,False,0.5,incorrect,stop,0
C0,chaos,10,L32,1,False,0.0,incorrect,stop,0
C0,chaos,10,L32,2,False,0.25,incorrect,stop,0
C0,chaos,10,L32,3,False,0.0,incorrect,stop,0
C0,chaos,10,L32,4,False,0.0,incorrect,stop,0
C0,chaos,10,L32,5,False,0.0,incorrect,stop,0
C0,chaos,10,L32,6,False,0.0,incorrect,stop,0
C0,chaos,10,L32,7,False,0.0,incorrect,stop,0
C0,chaos,10,L32,8,False,0.0,incorrect,stop,0
C0,chaos,4,L3,1,False,0.5,incorrect,stop,0
C0,chaos,4,L3,2,False,0.75,incorrect,stop,0
C0,chaos,4,L3,3,False,0.5,incorrect,stop,0
C0,chaos,4,L3,4,False,0.5,incorrect,stop,0
C0,chaos,4,L3,5,False,0.5,incorrect,stop,0
C0,chaos,4,L3,6,False,0.75,incorrect,stop,0
C0,chaos,4,L3,7,False,0.5,incorrect,stop,0
C0,chaos,4,L3,8,False,0.75,incorrect,stop,0
C0,chaos,5,L4,1,False,0.5,incorrect,stop,0
C0,chaos,5,L4,2,False,0.25,incorrect,stop,0
C0,chaos,5,L4,3,False,0.5,incorrect,stop,0
C0,chaos,5,L4,4,False,0.5,incorrect,stop,0
C0,chaos,5,L4,5,False,0.5,incorrect,stop,0
C0,chaos,5,L4,6,False,0.5,incorrect,stop,0
C0,chaos,5,L4,7,False,0.0,incorrect,stop,0
C0,chaos,5,L4,8,False,0.5,incorrect,stop,0
C0,chaos,6,L5,1,False,0.5,incorrect,stop,0
C0,chaos,6,L5,2,False,0.5,incorrect,stop,0
C0,chaos,6,L5,3,False,0.25,incorrect,stop,0
C0,chaos,6,L5,4,False,0.25,incorrect,stop,0
C0,chaos,6,L5,5,False,0.5,incorrect,stop,0
C0,chaos,6,L5,6,False,0.5,incorrect,stop,0
C0,chaos,6,L5,7,False,0.75,incorrect,stop,0
C0,chaos,6,L5,8,False,0.25,incorrect,stop,0
C0,chaos,7,L6,1,False,0.25,incorrect,stop,0
C0,chaos,7,L6,2,False,0.5,incorrect,stop,0
C0,chaos,7,L6,3,False,0.25,incorrect,stop,0
C0,chaos,7,L6,4,False,0.25,incorrect,stop,0
C0,chaos,7,L6,5,False,0.5,incorrect,stop,0
C0,chaos,7,L6,6,False,0.5,incorrect,stop,0
C0,chaos,7,L6,7,False,0.25,incorrect,stop,0
C0,chaos,7,L6,8,False,0.5,incorrect,stop,0
C0,chaos,8,L8,1,False,0.5,incorrect,stop,0
C0,chaos,8,L8,2,False,0.25,incorrect,stop,0
C0,chaos,8,L8,3,False,0.25,incorrect,stop,0
C0,chaos,8,L8,4,False,0.25,incorrect,stop,0
C0,chaos,8,L8,5,False,0.25,incorrect,stop,0
C0,chaos,8,L8,6,False,0.25,incorrect,stop,0
C0,chaos,8,L8,7,False,0.25,incorrect,stop,0
C0,chaos,8,L8,8,False,0.25,incorrect,stop,0
C0,maze,7,10,1,False,0.0,invalid,stop,0
C0,maze,7,10,2,False,0.0,invalid,stop,0
C0,maze,7,10,3,False,0.0,invalid,stop,0
C0,maze,7,10,4,False,0.0,invalid,stop,0
C0,maze,7,10,5,False,0.0,invalid,stop,0
C0,maze,7,10,6,False,0.0,invalid,stop,0
C0,maze,7,10,7,False,0.0,invalid,stop,0
C0,maze,7,10,8,False,0.0,invalid,stop,0
C0,maze,8,12,1,False,0.0,invalid,stop,0
C0,maze,8,12,2,False,0.0,invalid,stop,0
C0,maze,8,12,3,False,0.0,invalid,stop,0
C0,maze,8,12,4,False,0.0,invalid,stop,0
C0,maze,8,12,5,False,0.0,invalid,stop,0
C0,maze,8,12,6,False,0.0,invalid,stop,0
C0,maze,8,12,7,False,0.0,invalid,stop,0
C0,maze,8,12,8,False,0.0,invalid,stop,0
C0,maze,9,16,1,False,0.0,invalid,stop,0
C0,maze,9,16,2,False,0.0,invalid,stop,0
C0,maze,9,16,3,False,0.0,invalid,stop,0
C0,maze,9,16,4,False,0.0,invalid,stop,0
C0,maze,9,16,5,False,0.0,invalid,stop,0
C0,maze,9,16,6,False,0.0,invalid,stop,0
C0,maze,9,16,7,False,0.0,invalid,stop,0
C0,maze,9,16,8,False,0.0,invalid,stop,0
C0,maze,10,20,1,False,0.0,invalid,stop,0
C0,maze,10,20,2,False,0.0,invalid,stop,0
C0,maze,10,20,3,False,0.0,invalid,stop,0
C0,maze,10,20,4,False,0.0,invalid,stop,0
C0,maze,10,20,5,False,0.0,invalid,max_tokens,0
C0,maze,10,20,6,False,0.0,invalid,stop,0
C0,maze,10,20,7,False,0.0,invalid,stop,0
C0,maze,10,20,8,False,0.0,invalid,stop,0
C0,maze,1,3,1,True,1.0,optimal,stop,0
C0,maze,1,3,2,True,1.0,optimal,stop,0
C0,maze,1,3,3,True,1.0,optimal,stop,0
C0,maze,1,3,4,True,1.0,optimal,stop,0
C0,maze,1,3,5,True,1.0,optimal,stop,0
C0,maze,1,3,6,True,1.0,optimal,stop,0
C0,maze,1,3,7,True,1.0,optimal,stop,0
C0,maze,1,3,8,True,1.0,optimal,stop,0
C0,maze,2,4,1,True,1.0,optimal,stop,0
C0,maze,2,4,2,False,0.0,invalid,stop,0
C0,maze,2,4,3,True,1.0,optimal,stop,0
C0,maze,2,4,4,True,1.0,optimal,stop,0
C0,maze,2,4,5,False,0.0,invalid,stop,0
C0,maze,2,4,6,True,1.0,optimal,stop,0
C0,maze,2,4,7,False,0.0,invalid,stop,0
C0,maze,2,4,8,False,0.0,invalid,stop,0
C0,maze,3,5,1,True,1.0,optimal,stop,0
C0,maze,3,5,2,False,0.0,invalid,stop,0
C0,maze,3,5,3,True,1.0,optimal,stop,0
C0,maze,3,5,4,False,0.0,invalid,stop,0
C0,maze,3,5,5,False,0.0,invalid,stop,0
C0,maze,3,5,6,False,0.0,invalid,stop,0
C0,maze,3,5,7,True,1.0,optimal,stop,0
C0,maze,3,5,8,True,1.0,optimal,stop,0
C0,maze,4,6,1,False,0.0,invalid,stop,0
C0,maze,4,6,2,False,0.0,invalid,stop,0
C0,maze,4,6,3,False,0.0,invalid,stop,0
C0,maze,4,6,4,False,0.0,invalid,stop,0
C0,maze,4,6,5,False,0.0,parse_error,max_tokens,0
C0,maze,4,6,6,False,0.0,invalid,stop,0
C0,maze,4,6,7,True,1.0,optimal,stop,0
C0,maze,4,6,8,False,0.0,invalid,stop,0
C0,maze,5,7,1,False,0.0,invalid,stop,0
C0,maze,5,7,2,False,0.0,invalid,stop,0
C0,maze,5,7,3,True,1.0,optimal,stop,0
C0,maze,5,7,4,False,0.0,invalid,stop,0
C0,maze,5,7,5,False,0.0,invalid,stop,0
C0,maze,5,7,6,False,0.0,invalid,stop,0
C0,maze,5,7,7,False,0.0,invalid,stop,0
C0,maze,5,7,8,False,0.0,invalid,stop,0
C0,maze,6,8,1,False,0.0,invalid,stop,0
C0,maze,6,8,2,False,0.0,invalid,stop,0
C0,maze,6,8,3,False,0.0,invalid,stop,0
C0,maze,6,8,4,False,0.0,invalid,stop,0
C0,maze,6,8,5,False,0.0,invalid,stop,0
C0,maze,6,8,6,False,0.0,invalid,stop,0
C0,maze,6,8,7,False,0.0,invalid,stop,0
C0,maze,6,8,8,False,0.0,invalid,stop,0
C0,sat,7,10,1,False,0.0,invalid,stop,0
C0,sat,7,10,2,False,0.0,invalid,stop,0
C0,sat,7,10,3,False,0.0,invalid,stop,0
C0,sat,7,10,4,False,0.0,invalid,stop,0
C0,sat,7,10,5,False,0.0,invalid,stop,0
C0,sat,7,10,6,False,0.0,invalid,stop,0
C0,sat,7,10,7,True,1.0,correct,stop,0
C0,sat,7,10,8,True,1.0,correct,stop,0
C0,sat,8,12,1,False,0.0,invalid,stop,0
C0,sat,8,12,2,False,0.0,invalid,stop,0
C0,sat,8,12,3,False,0.0,invalid,stop,0
C0,sat,8,12,4,True,1.0,correct,stop,0
C0,sat,8,12,5,False,0.0,invalid,stop,0
C0,sat,8,12,6,False,0.0,invalid,stop,0
C0,sat,8,12,7,True,1.0,correct,stop,0
C0,sat,8,12,8,True,1.0,correct,stop,0
C0,sat,9,16,1,False,0.0,invalid,stop,0
C0,sat,9,16,2,False,0.0,invalid,stop,0
C0,sat,9,16,3,False,0.0,invalid,stop,0
C0,sat,9,16,4,False,0.0,invalid,stop,0
C0,sat,9,16,5,False,0.0,invalid,stop,0
C0,sat,9,16,6,False,0.0,invalid,stop,0
C0,sat,9,16,7,False,0.0,invalid,stop,0
C0,sat,9,16,8,False,0.0,invalid,stop,0
C0,sat,10,24,1,False,0.0,invalid,stop,0
C0,sat,10,24,2,False,0.0,invalid,stop,0
C0,sat,10,24,3,False,0.0,invalid,stop,0
C0,sat,10,24,4,False,0.0,invalid,stop,0
C0,sat,10,24,5,False,0.0,invalid,stop,0
C0,sat,10,24,6,False,0.0,invalid,stop,0
C0,sat,10,24,7,False,0.0,invalid,stop,0
C0,sat,10,24,8,False,0.0,invalid,stop,0
C0,sat,1,4,1,True,1.0,correct,stop,0
C0,sat,1,4,2,True,1.0,correct,stop,0
C0,sat,1,4,3,True,1.0,correct,stop,0
C0,sat,1,4,4,True,1.0,correct,stop,0
C0,sat,1,4,5,True,1.0,correct,stop,0
C0,sat,1,4,6,False,0.0,parse_error,max_tokens,0
C0,sat,1,4,7,True,1.0,correct,stop,0
C0,sat,1,4,8,False,0.0,invalid,stop,0
C0,sat,2,5,1,True,1.0,correct,stop,0
C0,sat,2,5,2,True,1.0,correct,stop,0
C0,sat,2,5,3,False,0.0,invalid,stop,0
C0,sat,2,5,4,True,1.0,correct,stop,0
C0,sat,2,5,5,True,1.0,correct,stop,0
C0,sat,2,5,6,True,1.0,correct,stop,0
C0,sat,2,5,7,True,1.0,correct,stop,0
C0,sat,2,5,8,True,1.0,correct,stop,0
C0,sat,3,6,1,True,1.0,correct,stop,0
C0,sat,3,6,2,True,1.0,correct,stop,0
C0,sat,3,6,3,True,1.0,correct,stop,0
C0,sat,3,6,4,True,1.0,correct,stop,0
C0,sat,3,6,5,False,0.0,invalid,stop,0
C0,sat,3,6,6,True,1.0,correct,stop,0
C0,sat,3,6,7,True,1.0,correct,stop,0
C0,sat,3,6,8,False,0.0,invalid,stop,0
C0,sat,4,7,1,False,0.0,invalid,stop,0
C0,sat,4,7,2,False,0.0,invalid,stop,0
C0,sat,4,7,3,False,0.0,invalid,stop,0
C0,sat,4,7,4,False,0.0,invalid,stop,0
C0,sat,4,7,5,True,1.0,correct,stop,0
C0,sat,4,7,6,False,0.0,invalid,stop,0
C0,sat,4,7,7,False,0.0,invalid,stop,0
C0,sat,4,7,8,False,0.0,invalid,stop,0
C0,sat,5,8,1,True,1.0,correct,stop,0
C0,sat,5,8,2,True,1.0,correct,stop,0
C0,sat,5,8,3,False,0.0,invalid,stop,0
C0,sat,5,8,4,False,0.0,invalid,stop,0
C0,sat,5,8,5,False,0.0,invalid,stop,0
C0,sat,5,8,6,False,0.0,invalid,stop,0
C0,sat,5,8,7,False,0.0,invalid,stop,0
C0,sat,5,8,8,False,0.0,invalid,stop,0
C0,sat,6,9,1,True,1.0,correct,stop,0
C0,sat,6,9,2,False,0.0,invalid,stop,0
C0,sat,6,9,3,False,0.0,invalid,stop,0
C0,sat,6,9,4,False,0.0,invalid,stop,0
C0,sat,6,9,5,True,1.0,correct,stop,0
C0,sat,6,9,6,False,0.0,invalid,stop,0
C0,sat,6,9,7,True,1.0,correct,stop,0
C0,sat,6,9,8,True,1.0,correct,stop,0
C0,tsp,5,10,1,True,1.0,optimal,stop,0
C0,tsp,5,10,2,False,0.8424456081830715,valid_suboptimal,stop,0
C0,tsp,5,10,3,True,1.0,optimal,stop,0
C0,tsp,5,10,4,False,0.9694099881703828,valid_suboptimal,stop,0
C0,tsp,5,10,5,False,0.9962279716117859,valid_suboptimal,stop,0
C0,tsp,5,10,6,True,1.0,optimal,stop,0
C0,tsp,5,10,7,True,1.0,optimal,stop,0
C0,tsp,5,10,8,False,0.9976831301080714,valid_suboptimal,stop,0
C0,tsp,6,11,1,False,0.9621693234790905,valid_suboptimal,stop,0
C0,tsp,6,11,2,False,0.8816294189894834,valid_suboptimal,stop,0
C0,tsp,6,11,3,False,0.9802002380248506,valid_suboptimal,stop,0
C0,tsp,6,11,4,False,0.8096923124007193,valid_suboptimal,stop,0
C0,tsp,6,11,5,False,0.9962520676797747,valid_suboptimal,stop,0
C0,tsp,6,11,6,False,0.0,invalid,stop,0
C0,tsp,6,11,7,False,0.7823500067232896,valid_suboptimal,stop,0
C0,tsp,6,11,8,False,0.9977190945312968,valid_suboptimal,stop,0
C0,tsp,7,12,1,False,0.953737186421532,valid_suboptimal,stop,0
C0,tsp,7,12,2,False,0.8814476591173832,valid_suboptimal,stop,0
C0,tsp,7,12,3,False,0.9761245332643925,valid_suboptimal,stop,0
C0,tsp,7,12,4,False,0.9269720313949369,valid_suboptimal,stop,0
C0,tsp,7,12,5,True,1.0,optimal,stop,0
C0,tsp,7,12,6,False,0.9430352290411032,valid_suboptimal,stop,0
C0,tsp,7,12,7,False,0.7834437845560956,valid_suboptimal,stop,0
C0,tsp,7,12,8,False,0.9977257005333214,valid_suboptimal,stop,0
C0,tsp,8,13,1,False,0.9525669471638347,valid_suboptimal,stop,0
C0,tsp,8,13,2,False,0.8496843568957205,valid_suboptimal,stop,0
C0,tsp,8,13,3,False,0.9656093151232764,valid_suboptimal,stop,0
C0,tsp,8,13,4,False,0.8240283476386623,valid_suboptimal,stop,0
C0,tsp,8,13,5,False,0.8866652146904388,valid_suboptimal,stop,0
C0,tsp,8,13,6,False,0.9640123360400225,valid_suboptimal,stop,0
C0,tsp,8,13,7,True,1.0,optimal,stop,0
C0,tsp,8,13,8,True,1.0,optimal,stop,0
C0,tsp,9,14,1,False,0.9216431974195443,valid_suboptimal,stop,0
C0,tsp,9,14,2,False,0.8644981269574343,valid_suboptimal,stop,0
C0,tsp,9,14,3,False,0.9509557795782385,valid_suboptimal,stop,0
C0,tsp,9,14,4,False,0.8907240717729393,valid_suboptimal,stop,0
C0,tsp,9,14,5,False,0.9219463281537604,valid_suboptimal,stop,0
C0,tsp,9,14,6,False,0.8939330472585021,valid_suboptimal,stop,0
C0,tsp,9,14,7,False,0.9093602388218532,valid_suboptimal,stop,0
C0,tsp,9,14,8,False,0.8909364272910733,valid_suboptimal,stop,0
C0,tsp,10,16,1,False,0.9533775533349578,valid_suboptimal,stop,0
C0,tsp,10,16,2,False,0.8329362426218613,valid_suboptimal,stop,0
C0,tsp,10,16,3,False,0.9679150254206688,valid_suboptimal,stop,0
C0,tsp,10,16,4,False,0.911050394064502,valid_suboptimal,stop,0
C0,tsp,10,16,5,False,0.9939257529321974,valid_suboptimal,stop,0
C0,tsp,10,16,6,False,0.901635997785988,valid_suboptimal,stop,0
C0,tsp,10,16,7,False,0.9144704843599041,valid_suboptimal,stop,0
C0,tsp,10,16,8,False,0.9114519588346246,valid_suboptimal,stop,0
C0,tsp,1,4,1,True,1.0,optimal,stop,0
C0,tsp,1,4,2,True,1.0,optimal,stop,0
C0,tsp,1,4,3,True,1.0,optimal,stop,0
C0,tsp,1,4,4,True,1.0,optimal,stop,0
C0,tsp,1,4,5,True,1.0,optimal,stop,0
C0,tsp,1,4,6,True,1.0,optimal,stop,0
C0,tsp,1,4,7,True,1.0,optimal,stop,0
C0,tsp,1,4,8,True,1.0,optimal,stop,0
C0,tsp,2,6,1,True,1.0,optimal,stop,0
C0,tsp,2,6,2,True,1.0,optimal,stop,0
C0,tsp,2,6,3,True,1.0,optimal,stop,0
C0,tsp,2,6,4,True,1.0,optimal,stop,0
C0,tsp,2,6,5,True,1.0,optimal,stop,0
C0,tsp,2,6,6,True,1.0,optimal,stop,0
